Age,Gender,Income (AED),Employment Status,Location in Dubai,Skincare Purchase Frequency,Average Monthly Spend (AED),Skincare Products Used,Purchase Influencers,Skin Concerns,Follow Influencer Recommendations,Trusted Influencer Tier,Preferred Platform,Persuasive Ad Format,Browse Time,Purchased After Influencer Promotion,Max Willingness to Spend (AED),Willingness to Try New Brand,Purchase Discouragement Factors,Number of Skincare Influencers Followed,Interest in Curated Skincare Box,Willing to Pay Premium,One Platform for Shopping Inspiration,Influencer Marketing Trust Score (1–5),Favorite Influencer or Brand
39,Female,"5,000–10,000",Working Professional,Downtown,Monthly,213,"Serums, Cleansers","Price, Friends & Family","Wrinkles, Oily Skin",Sometimes,Micro,Facebook,Static Image Post,Evening,Yes,124,Likely,"Not Suitable for My Skin, Price Too High",1–5,Yes,Yes,YouTube,4,Dana Beauty
50,Male,"10,000–20,000",Student,Downtown,Monthly,79,"Serums, Moisturizers, Anti-aging Products, Cleansers","Brand, Price","Dark Spots, Acne, Dryness, Oily Skin",Often,Micro,YouTube,Static Image Post,Late Night,No,230,Likely,"Too Many Promotions, No Visible Results",6–10,No,Yes,Instagram,5,Robert Beauty
25,Male,"10,000–20,000",Working Professional,Jumeirah,Monthly,142,"Face Masks, Serums, Sunscreens","Dermatologist Recommendations, Price","Dryness, Dark Spots, Acne, Oily Skin",Never,Micro,YouTube,Static Image Post,Evening,Yes,356,Neutral,"Price Too High, Not Suitable for My Skin, Too Many Promotions",1–5,Yes,Yes,TikTok,4,Ronald Beauty
26,Male,"20,000–35,000",Working Professional,Jumeirah,Weekly,156,"Moisturizers, Cleansers","Dermatologist Recommendations, Product Reviews",Uneven Tone,Sometimes,Mega,Instagram,Static Image Post,Afternoon,Yes,301,Likely,Not Suitable for My Skin,More than 20,Yes,Depends on brand & value,YouTube,3,Emily Beauty
38,Female,"20,000–35,000",Homemaker,Downtown,Monthly,114,"Face Masks, Moisturizers, Cleansers, Sunscreens","Packaging, Brand, Price","Acne, Oily Skin",Sometimes,Micro,TikTok,Short Reels,Late Night,Yes,238,Likely,No Visible Results,11–20,Yes,No,TikTok,2,Adam Beauty
35,Non-binary,"5,000–10,000",Business Owner,Deira,Weekly,82,"Serums, Cleansers, Moisturizers, Face Masks","Dermatologist Recommendations, Product Reviews","Uneven Tone, Oily Skin",Often,Macro,Instagram,Static Image Post,Afternoon,No,114,Very Likely,"Not Suitable for My Skin, Lack of Trust, No Visible Results",1–5,No,No,YouTube,3,Timothy Beauty
44,Female,"5,000–10,000",Student,Deira,Quarterly,71,"Serums, Sunscreens","Product Reviews, Social Media Influencers, Dermatologist Recommendations","Wrinkles, Acne",Often,Mega,Snapchat,Story,Evening,Yes,140,Neutral,Lack of Trust,None,Yes,Yes,TikTok,4,Tammie Beauty
34,Male,"35,000 and above",Unemployed,Downtown,Monthly,53,"Moisturizers, Sunscreens","Dermatologist Recommendations, Brand","Acne, Dark Spots",Often,None,Facebook,Short Reels,Late Night,No,144,Likely,"Too Many Promotions, Price Too High",11–20,Maybe,No,YouTube,3,Juan Beauty
27,Male,"5,000–10,000",Working Professional,Deira,Quarterly,82,"Face Masks, Cleansers, Serums, Anti-aging Products","Price, Packaging, Dermatologist Recommendations",Oily Skin,Always,Micro,Instagram,Short Reels,Evening,No,134,Unlikely,Lack of Trust,6–10,No,No,Instagram,4,Peter Beauty
34,Male,"10,000–20,000",Business Owner,Bur Dubai,Weekly,145,"Face Masks, Cleansers, Moisturizers","Social Media Influencers, Brand, Dermatologist Recommendations",Dryness,Always,Mega,Instagram,Full-Length Video,Afternoon,No,186,Likely,"No Visible Results, Lack of Trust",6–10,No,No,TikTok,3,Tina Beauty
38,Female,"5,000–10,000",Unemployed,Jumeirah,Quarterly,300,"Serums, Anti-aging Products, Moisturizers","Product Reviews, Packaging, Social Media Influencers","Dark Spots, Acne",Sometimes,Macro,TikTok,Story,Late Night,Yes,192,Likely,Too Many Promotions,6–10,Maybe,No,TikTok,5,Howard Beauty
36,Female,"5,000–10,000",Unemployed,Jumeirah,Rarely,234,"Moisturizers, Face Masks","Social Media Influencers, Product Reviews",Oily Skin,Often,Macro,TikTok,Short Reels,Evening,No,152,Very Likely,Not Suitable for My Skin,11–20,No,Yes,Instagram,3,Jason Beauty
34,Male,"5,000–10,000",Student,Bur Dubai,Monthly,180,"Serums, Cleansers, Anti-aging Products","Social Media Influencers, Packaging","Acne, Uneven Tone, Oily Skin, Wrinkles",Often,Micro,Instagram,Static Image Post,Evening,Yes,152,Likely,"No Visible Results, Lack of Trust, Too Many Promotions",6–10,Yes,Yes,YouTube,3,Tina Beauty
38,Male,"20,000–35,000",Working Professional,Dubai Marina,Weekly,189,"Moisturizers, Anti-aging Products","Price, Social Media Influencers, Friends & Family","Acne, Wrinkles, Oily Skin, Dryness",Sometimes,Mega,Instagram,Story,Afternoon,Yes,311,Neutral,Not Suitable for My Skin,6–10,Maybe,Depends on brand & value,YouTube,5,Danielle Beauty
39,Female,"10,000–20,000",Working Professional,Deira,Monthly,148,"Serums, Anti-aging Products, Moisturizers","Packaging, Price, Dermatologist Recommendations","Oily Skin, Dryness, Dark Spots, Wrinkles",Sometimes,None,Instagram,Static Image Post,Late Night,Yes,286,Neutral,"Price Too High, Lack of Trust, Too Many Promotions",11–20,Maybe,Depends on brand & value,YouTube,3,Clinton Beauty
41,Male,"10,000–20,000",Homemaker,Deira,Monthly,77,"Face Masks, Sunscreens, Moisturizers, Anti-aging Products","Social Media Influencers, Brand","Dark Spots, Wrinkles, Acne, Oily Skin",Often,Micro,TikTok,Short Reels,Afternoon,No,144,Likely,"No Visible Results, Too Many Promotions, Price Too High",1–5,No,Yes,TikTok,2,Elizabeth Beauty
35,Male,"10,000–20,000",Unemployed,Dubai Marina,Weekly,263,"Anti-aging Products, Serums, Sunscreens, Cleansers","Dermatologist Recommendations, Product Reviews","Acne, Uneven Tone, Oily Skin, Dryness",Often,Celebrity,Snapchat,Story,Morning,Yes,394,Very Likely,Too Many Promotions,6–10,Maybe,No,YouTube,4,Louis Beauty
28,Female,"10,000–20,000",Student,Other,Monthly,149,"Moisturizers, Serums","Social Media Influencers, Friends & Family, Price",Oily Skin,Often,Celebrity,Instagram,Story,Morning,Yes,466,Likely,"Lack of Trust, No Visible Results, Not Suitable for My Skin",11–20,No,No,Instagram,4,Christopher Beauty
31,Male,"10,000–20,000",Unemployed,Bur Dubai,Quarterly,123,"Serums, Face Masks","Packaging, Price, Dermatologist Recommendations","Uneven Tone, Wrinkles, Acne, Dryness",Often,Macro,Instagram,Story,Evening,No,147,Likely,"Lack of Trust, Price Too High, Too Many Promotions",1–5,No,Depends on brand & value,Instagram,4,Christopher Beauty
39,Female,"10,000–20,000",Working Professional,Other,Monthly,60,"Face Masks, Sunscreens","Friends & Family, Product Reviews, Dermatologist Recommendations","Dark Spots, Uneven Tone, Acne",Rarely,Mega,Facebook,Story,Evening,Yes,152,Very Likely,Lack of Trust,More than 20,No,Depends on brand & value,YouTube,3,Daniel Beauty
23,Female,"5,000–10,000",Homemaker,Jumeirah,Monthly,103,"Serums, Anti-aging Products, Face Masks, Sunscreens","Price, Packaging, Product Reviews","Acne, Uneven Tone, Dark Spots, Dryness",Sometimes,Micro,Instagram,Static Image Post,Late Night,No,184,Likely,Not Suitable for My Skin,6–10,No,Depends on brand & value,Instagram,4,Shelby Beauty
32,Prefer not to say,"5,000–10,000",Business Owner,Deira,Monthly,105,"Anti-aging Products, Cleansers","Packaging, Friends & Family, Price","Wrinkles, Acne, Dark Spots",Sometimes,Mega,TikTok,Full-Length Video,Morning,Yes,439,Likely,"Not Suitable for My Skin, No Visible Results, Too Many Promotions",6–10,No,No,Instagram,3,Kelly Beauty
26,Male,"20,000–35,000",Working Professional,Downtown,Monthly,229,"Anti-aging Products, Serums, Sunscreens","Friends & Family, Dermatologist Recommendations, Social Media Influencers","Dark Spots, Acne",Sometimes,Micro,Instagram,Static Image Post,Evening,No,350,Likely,"Price Too High, Lack of Trust",6–10,No,Yes,TikTok,2,Jill Beauty
30,Prefer not to say,"20,000–35,000",Homemaker,Downtown,Rarely,121,"Anti-aging Products, Sunscreens, Serums, Face Masks","Friends & Family, Social Media Influencers","Uneven Tone, Oily Skin, Dryness, Wrinkles",Sometimes,Macro,YouTube,Short Reels,Late Night,No,112,Very Likely,Not Suitable for My Skin,1–5,Maybe,No,YouTube,5,Rebekah Beauty
40,Female,"Below 5,000",Homemaker,Deira,Quarterly,93,"Serums, Moisturizers","Price, Brand","Acne, Oily Skin, Wrinkles, Uneven Tone",Always,Macro,TikTok,Static Image Post,Evening,No,159,Very Likely,Lack of Trust,None,No,No,Instagram,4,Ashley Beauty
31,Male,"10,000–20,000",Student,Dubai Marina,Quarterly,388,"Face Masks, Serums","Brand, Friends & Family, Packaging","Dryness, Wrinkles, Uneven Tone, Acne",Sometimes,None,Facebook,Static Image Post,Late Night,Yes,196,Very Likely,"Lack of Trust, Too Many Promotions",6–10,Maybe,No,Instagram,3,Brian Beauty
30,Female,"20,000–35,000",Working Professional,Downtown,Weekly,60,"Serums, Moisturizers, Cleansers","Packaging, Friends & Family",Dark Spots,Sometimes,Mega,TikTok,Short Reels,Late Night,No,183,Very Unlikely,"Lack of Trust, Too Many Promotions, Not Suitable for My Skin",11–20,Maybe,No,Instagram,4,Marc Beauty
19,Female,"Below 5,000",Homemaker,Dubai Marina,Weekly,99,"Anti-aging Products, Cleansers, Moisturizers","Product Reviews, Packaging","Wrinkles, Acne",Sometimes,Macro,Instagram,Story,Afternoon,No,125,Unlikely,Price Too High,11–20,No,Yes,YouTube,3,Nicole Beauty
35,Female,"10,000–20,000",Working Professional,Downtown,Monthly,53,"Sunscreens, Face Masks","Price, Friends & Family, Dermatologist Recommendations","Acne, Wrinkles, Dryness, Uneven Tone",Sometimes,Macro,Instagram,Static Image Post,Morning,No,334,Neutral,"Too Many Promotions, Lack of Trust, No Visible Results",1–5,No,Yes,YouTube,5,Ashley Beauty
35,Male,"Below 5,000",Unemployed,Other,Monthly,171,"Anti-aging Products, Cleansers, Moisturizers","Packaging, Friends & Family","Dark Spots, Wrinkles, Uneven Tone",Always,Mega,Instagram,Static Image Post,Morning,No,235,Very Likely,"Too Many Promotions, Lack of Trust",More than 20,Maybe,Yes,TikTok,2,Colin Beauty
47,Female,"10,000–20,000",Student,Downtown,Monthly,275,"Serums, Face Masks, Cleansers","Dermatologist Recommendations, Social Media Influencers",Oily Skin,Rarely,Celebrity,Facebook,Static Image Post,Evening,No,318,Neutral,"Lack of Trust, Too Many Promotions, No Visible Results",1–5,No,No,TikTok,1,Brandon Beauty
27,Female,"10,000–20,000",Business Owner,Deira,Monthly,79,"Cleansers, Anti-aging Products, Sunscreens","Dermatologist Recommendations, Product Reviews, Friends & Family",Dark Spots,Rarely,Mega,Snapchat,Short Reels,Late Night,No,334,Neutral,Price Too High,1–5,No,Depends on brand & value,Instagram,4,Rita Beauty
31,Non-binary,"10,000–20,000",Unemployed,Deira,Quarterly,225,"Serums, Moisturizers, Sunscreens","Product Reviews, Brand","Dryness, Uneven Tone, Oily Skin, Acne",Often,Micro,Instagram,Static Image Post,Morning,No,265,Likely,"Lack of Trust, Not Suitable for My Skin, No Visible Results",6–10,Yes,No,TikTok,4,Clarence Beauty
31,Male,"5,000–10,000",Working Professional,Dubai Marina,Monthly,81,"Face Masks, Cleansers","Brand, Friends & Family",Oily Skin,Sometimes,Macro,YouTube,Short Reels,Late Night,No,169,Neutral,Not Suitable for My Skin,6–10,Maybe,No,Instagram,4,Arthur Beauty
42,Female,"5,000–10,000",Working Professional,Other,Rarely,267,"Cleansers, Anti-aging Products, Serums","Product Reviews, Price","Uneven Tone, Acne, Dryness",Often,Micro,TikTok,Static Image Post,Evening,No,213,Very Unlikely,"Lack of Trust, Price Too High",6–10,Yes,Yes,Instagram,2,Dustin Beauty
29,Female,"10,000–20,000",Student,Downtown,Monthly,176,"Sunscreens, Serums, Moisturizers","Packaging, Dermatologist Recommendations",Dryness,Always,Macro,TikTok,Story,Afternoon,Yes,120,Likely,"No Visible Results, Lack of Trust, Price Too High",6–10,Yes,Yes,YouTube,3,Robert Beauty
32,Male,"5,000–10,000",Unemployed,Jumeirah,Monthly,197,"Cleansers, Anti-aging Products, Sunscreens","Brand, Price, Social Media Influencers","Uneven Tone, Dryness, Acne, Wrinkles",Sometimes,Macro,YouTube,Static Image Post,Evening,Yes,234,Very Unlikely,Lack of Trust,None,Yes,Depends on brand & value,TikTok,4,Matthew Beauty
34,Female,"5,000–10,000",Homemaker,Deira,Quarterly,51,"Anti-aging Products, Moisturizers","Friends & Family, Price","Uneven Tone, Acne",Rarely,Mega,Facebook,Short Reels,Evening,Yes,123,Neutral,No Visible Results,6–10,Maybe,Depends on brand & value,Instagram,3,Lisa Beauty
31,Female,"10,000–20,000",Working Professional,Jumeirah,Rarely,346,"Anti-aging Products, Serums, Face Masks","Product Reviews, Social Media Influencers, Friends & Family","Dryness, Dark Spots, Oily Skin",Often,Macro,TikTok,Static Image Post,Evening,Yes,242,Likely,"Not Suitable for My Skin, No Visible Results",1–5,Yes,Yes,YouTube,5,Timothy Beauty
26,Female,"Below 5,000",Working Professional,Jumeirah,Monthly,166,"Cleansers, Anti-aging Products, Moisturizers","Price, Friends & Family, Packaging","Dryness, Uneven Tone, Acne, Wrinkles",Sometimes,Celebrity,Snapchat,Story,Afternoon,Yes,131,Likely,Too Many Promotions,6–10,Yes,Depends on brand & value,YouTube,2,Ronald Beauty
31,Female,"10,000–20,000",Working Professional,Downtown,Monthly,82,"Serums, Moisturizers, Anti-aging Products, Face Masks","Friends & Family, Dermatologist Recommendations","Dryness, Dark Spots",Often,None,YouTube,Static Image Post,Evening,No,115,Unlikely,"Lack of Trust, Price Too High, Too Many Promotions",None,Maybe,Yes,TikTok,4,Leah Beauty
38,Female,"20,000–35,000",Student,Deira,Weekly,209,"Moisturizers, Cleansers","Social Media Influencers, Friends & Family, Product Reviews",Uneven Tone,Often,Macro,Facebook,Short Reels,Afternoon,Yes,121,Very Likely,"No Visible Results, Not Suitable for My Skin",1–5,No,Depends on brand & value,TikTok,4,Jeffrey Beauty
21,Female,"10,000–20,000",Working Professional,Dubai Marina,Quarterly,79,"Cleansers, Moisturizers, Sunscreens, Anti-aging Products","Friends & Family, Product Reviews, Dermatologist Recommendations","Oily Skin, Uneven Tone, Acne, Dark Spots",Sometimes,None,Instagram,Short Reels,Afternoon,Yes,100,Neutral,"Too Many Promotions, Not Suitable for My Skin",11–20,Maybe,No,YouTube,3,Wendy Beauty
31,Female,"10,000–20,000",Working Professional,Bur Dubai,Weekly,235,"Anti-aging Products, Serums, Moisturizers, Cleansers","Packaging, Dermatologist Recommendations","Dark Spots, Wrinkles, Acne",Sometimes,Mega,Instagram,Static Image Post,Evening,Yes,252,Likely,"Price Too High, Lack of Trust",1–5,Maybe,Depends on brand & value,TikTok,4,Marco Beauty
24,Non-binary,"10,000–20,000",Working Professional,Downtown,Quarterly,60,"Cleansers, Sunscreens, Moisturizers, Serums","Packaging, Price, Brand","Uneven Tone, Acne, Oily Skin, Dryness",Always,Macro,TikTok,Short Reels,Morning,Yes,258,Likely,No Visible Results,6–10,Maybe,Yes,Instagram,5,Jeremy Beauty
39,Female,"Below 5,000",Student,Bur Dubai,Monthly,159,"Moisturizers, Anti-aging Products, Cleansers","Social Media Influencers, Friends & Family","Acne, Dark Spots, Wrinkles, Dryness",Always,None,YouTube,Story,Evening,Yes,186,Neutral,Lack of Trust,6–10,Maybe,No,YouTube,3,Lori Beauty
18,Male,"10,000–20,000",Unemployed,Jumeirah,Monthly,120,"Face Masks, Moisturizers, Serums, Sunscreens","Product Reviews, Price, Friends & Family","Uneven Tone, Dark Spots, Dryness",Sometimes,Celebrity,TikTok,Story,Evening,Yes,121,Likely,"Too Many Promotions, Not Suitable for My Skin, No Visible Results",6–10,No,Yes,TikTok,5,Denise Beauty
25,Male,"20,000–35,000",Working Professional,Deira,Quarterly,59,"Anti-aging Products, Face Masks","Dermatologist Recommendations, Brand, Product Reviews","Acne, Dark Spots",Always,Macro,Instagram,Short Reels,Evening,No,110,Likely,Too Many Promotions,11–20,No,Depends on brand & value,YouTube,4,Brandon Beauty
33,Female,"20,000–35,000",Student,Downtown,Monthly,74,"Anti-aging Products, Cleansers, Serums, Sunscreens","Dermatologist Recommendations, Friends & Family","Acne, Wrinkles",Often,Macro,Instagram,Story,Afternoon,No,102,Very Unlikely,No Visible Results,More than 20,Yes,Depends on brand & value,TikTok,3,Wendy Beauty
42,Female,"10,000–20,000",Business Owner,Other,Monthly,51,"Serums, Cleansers, Face Masks","Friends & Family, Dermatologist Recommendations, Social Media Influencers","Dark Spots, Dryness",Often,Mega,Instagram,Static Image Post,Evening,Yes,121,Unlikely,"Price Too High, No Visible Results",None,No,Depends on brand & value,TikTok,4,Deanna Beauty
29,Male,"20,000–35,000",Unemployed,Deira,Weekly,106,"Serums, Moisturizers","Price, Dermatologist Recommendations, Friends & Family","Dark Spots, Wrinkles, Oily Skin, Uneven Tone",Often,Macro,TikTok,Full-Length Video,Late Night,Yes,365,Neutral,"Price Too High, Lack of Trust, No Visible Results",1–5,No,Depends on brand & value,Instagram,3,Alexander Beauty
25,Male,"20,000–35,000",Homemaker,Downtown,Weekly,82,"Sunscreens, Moisturizers","Social Media Influencers, Price","Uneven Tone, Acne, Dryness",Sometimes,Macro,YouTube,Full-Length Video,Evening,No,133,Likely,"Lack of Trust, No Visible Results",6–10,No,No,TikTok,4,Denise Beauty
45,Female,"10,000–20,000",Working Professional,Other,Monthly,132,"Cleansers, Anti-aging Products","Dermatologist Recommendations, Friends & Family, Product Reviews","Acne, Wrinkles, Dark Spots, Uneven Tone",Sometimes,Celebrity,TikTok,Static Image Post,Evening,Yes,152,Neutral,"Price Too High, Lack of Trust, No Visible Results",11–20,No,No,YouTube,5,Carrie Beauty
18,Male,"Below 5,000",Student,Deira,Monthly,81,"Cleansers, Anti-aging Products, Sunscreens","Product Reviews, Price","Dryness, Oily Skin",Often,Micro,TikTok,Short Reels,Evening,Yes,113,Neutral,Not Suitable for My Skin,6–10,Yes,No,YouTube,5,Julia Beauty
18,Male,"5,000–10,000",Working Professional,Deira,Monthly,82,"Anti-aging Products, Cleansers","Price, Brand","Dark Spots, Uneven Tone",Often,Mega,Facebook,Short Reels,Afternoon,No,130,Neutral,Too Many Promotions,1–5,Yes,No,TikTok,5,Dale Beauty
33,Female,"Below 5,000",Unemployed,Bur Dubai,Monthly,172,"Cleansers, Moisturizers","Social Media Influencers, Dermatologist Recommendations",Oily Skin,Often,Macro,Instagram,Story,Late Night,Yes,187,Very Likely,"Too Many Promotions, Price Too High, No Visible Results",1–5,Maybe,No,Instagram,5,Mike Beauty
25,Prefer not to say,"35,000 and above",Business Owner,Deira,Quarterly,54,"Moisturizers, Cleansers, Serums, Sunscreens","Price, Social Media Influencers",Wrinkles,Sometimes,None,Instagram,Story,Morning,No,212,Very Unlikely,Too Many Promotions,6–10,Yes,No,YouTube,4,Eric Beauty
21,Female,"35,000 and above",Homemaker,Dubai Marina,Monthly,259,"Sunscreens, Anti-aging Products","Brand, Price, Friends & Family",Acne,Sometimes,Celebrity,YouTube,Story,Afternoon,No,133,Unlikely,"Not Suitable for My Skin, No Visible Results, Price Too High",6–10,Maybe,Yes,TikTok,3,Jonathan Beauty
35,Non-binary,"Below 5,000",Homemaker,Dubai Marina,Weekly,222,"Anti-aging Products, Moisturizers, Face Masks, Sunscreens","Social Media Influencers, Packaging","Wrinkles, Dark Spots, Acne",Often,Macro,TikTok,Static Image Post,Afternoon,No,107,Unlikely,Not Suitable for My Skin,1–5,Yes,Yes,Instagram,4,Greg Beauty
31,Female,"35,000 and above",Unemployed,Dubai Marina,Quarterly,149,"Serums, Cleansers, Moisturizers","Brand, Social Media Influencers, Dermatologist Recommendations","Dryness, Oily Skin, Dark Spots",Often,Mega,Instagram,Full-Length Video,Evening,Yes,159,Unlikely,Too Many Promotions,1–5,No,Yes,Instagram,1,Brian Beauty
